id,label
766723500,4
739273600,2
156621880,1
156551275,1
793980800,1
169711900,4
199868467,1
589572100,1
224843800,2
211596630,1
478375699,2
157732733,2
191626000,2
733521000,1
346084800,2
156114825,1
157696781,2
284939400,3
651357200,2
145652100,2
586902000,2
808543700,4
502550200,3
791749200,1
485261000,3
245902800,3
217787088,4
166044200,3
179526624,1
143152217,2
285008148,1
258798451,1
824998500,1
273215200,2
491391200,1
279829100,2
248786921,1
199855258,1
156583865,2
172328996,2
853154999,2
595410800,4
149455044,4
409983499,4
209417803,2
325610200,2
199873754,1
331449162,1
158129761,1
201005896,1
534513500,3
158150126,1
165114956,1
704249700,2
219767800,1
156585313,2
227643039,1
887083200,4
836052600,3
195319427,1
163058353,2
433745800,3
319618200,3
158154506,1
179230661,1
285516579,1
136825754,2
163058266,1
157776065,1
158132644,2
211596686,1
209423387,2
833297700,3
491761900,3
188226200,2
313833600,2
402475500,1
900251400,2
143750634,1
351071800,3
155342273,2
179230707,1
238133693,4
157777729,4
199854995,2
156611349,1
855625100,2
199841844,3
217787885,3
165103100,1
158277235,1
257611400,2
157785401,1
158040318,2
904873199,4
759562800,3
154807637,1
523162699,1
632364300,1
316583636,3
132246917,2
154748280,1
774091900,2
179604907,1
374128600,1
428577199,2
156532425,1
285239597,1
377948800,1
907091100,2
158038444,1
698398700,2
847097300,1
139185984,1
183542100,1
261562599,2
199853828,3
215836136,1
581684700,1
211591126,3
199878288,2
199850019,3
194876241,4
162113600,3
157627515,1
238152612,1
319511400,2
862423500,2
158157601,1
495580200,1
156550034,4
165115027,1
753265300,1
157951430,1
211588631,1
270975100,2
177847337,1
145324628,3
271490700,4
227288500,4
192306131,1
264831900,4
179230681,1
249705800,2
316583831,1
702381700,3
200996499,2
211604136,1
158826238,2
237778300,2
329817000,1
807246200,1
141352767,2
898602000,1
325081400,2
244214727,2
158287793,1
158134238,2
285007756,1
211602540,4
304022600,4
182961700,3
158115535,1
521261500,1
242385689,3
199577200,4
257093300,2
155350478,1
228311900,3
411754000,1
543412300,2
158150201,4
380036100,1
179431479,1
179229704,2
165112479,4
211581542,1
241568400,2
285516573,1
163693755,1
158150848,3
503031900,1
156710022,3
179597856,1
154767467,4
211588317,1
163058226,1
820572800,1
258813206,1
699478000,3
241360800,2
134521122,2
157696514,4
414862600,1
158117111,3
351749100,3
179603891,1
158140309,3
156608467,1
157601459,4
331446560,1
179575770,1
156552696,1
179597862,1
294136093,1
791226500,2
319430200,4
154749491,1
165106687,1
249487200,2
165110702,1
385860400,4
157793133,2
155342309,1
199876788,1
288112000,3
847479900,1
341841500,4
179225823,4
656317300,4
495144499,4
439071200,4
268475700,1
675679600,3
154749552,2
157738811,2
157739140,1
258969470,1
242385700,2
158826269,1
154767905,2
199855706,2
199853938,2
158106292,1
156531472,3
155900034,1
199852887,1
158117908,3
315266300,2
217786448,1
200131200,3
722501400,2
733732800,1
202469081,1
157605513,1
264316800,2
158160392,2
172329459,1
200331205,1
204481600,3
741340600,1
805207900,2
876690600,1
209429650,3
157783414,2
392599400,2
155349192,1
285008832,2
747834300,2
741730400,3
554583800,3
211607250,2
285461010,1
458992000,2
459287500,4
319085800,2
761036600,1
311280800,2
258380793,1
145359603,1
757056600,1
731872700,1
423041200,2
585202100,4
147691118,2
777893700,3
156401946,1
158286719,4
242385499,1
158140740,1
156588710,1
229337800,2
156608586,1
559863300,1
305909600,4
156115672,2
211596621,2
851337000,2
211585421,1
494327800,3
621869500,2
331449112,1
145363890,3
165112003,1
159385770,1
179604981,3
613827400,4
754402700,1
904035500,2
331604716,1
848641499,2
157739059,1
211597170,2
323969600,2
157625994,2
193428900,2
331449179,4
147909649,3
898753000,2
735626100,2
158145327,1
136824987,2
179225700,1
211604589,1
199853904,3
134953152,3
803597100,2
200190183,3
156103818,1
688079400,1
157788279,1
211596369,1
839471099,2
610744900,4
157789793,1
145068534,1
294142869,1
304640300,2
453930200,1
184242100,1
154814649,1
204422348,1
406727000,3
923638300,1
504758200,4
316644708,1
642251000,1
177208268,1
905845200,1
158040917,2
785294400,4
200187655,1
753649800,1
338030200,2
165119584,1
238152520,1
158826451,1
156111972,1
249803400,2
316644692,1
205537805,2
172329324,1
157789382,1
837743900,2
199844011,3
151503500,1
208830500,3
295543000,2
199854511,2
440231900,3
587646700,1
216937205,3
156552593,2
199843483,3
195319504,1
375705000,4
275227200,2
251480800,2
145366743,1
202481442,1
317667420,4
712741000,4
145070880,1
179230329,2
422701399,2
158109487,3
156400934,4
199843097,1
145069892,2
205538042,2
639193000,1
786740600,1
864662600,4
211590780,3
778297200,3
136818501,1
245042299,2
179571688,2
382716600,4
156629488,1
807703600,3
211597259,4
137531815,2
156609771,1
158147278,1
418148800,2
155342943,1
199853509,1
389486200,1
158116473,1
386791600,1
211604727,3
339906300,2
154748271,2
267709300,2
209423372,1
158118544,2
294864407,1
855533500,2
156552740,3
632018800,2
814325599,3
697063000,3
154748787,1
231994000,2
316644847,1
199853762,2
172329772,1
192306169,1
202483091,2
209414497,2
162461800,3
143144310,1
156711095,3
285239584,3
145371196,1
237921311,3
145061880,3
179401765,2
706692400,2
179228678,1
199852590,1
211313000,2
157949241,1
736873200,2
345341700,3
157784011,1
179571513,2
179575033,3
863825900,4
244214645,1
450297099,2
255372600,2
155491683,1
211588665,1
163058424,2
204794897,1
854607100,3
917931100,4
211597435,2
201003829,4
145365674,1
199841869,2
499712200,1
516872099,3
480497500,1
258175169,1
597899100,3
158273934,1
211591277,1
147695155,3
460712700,4
703145100,4
201288499,4
258974300,4
258813776,1
225284800,4
136818019,1
157945715,1
246089900,4
199841852,1
763742500,3
375273300,3
202480007,3
794637500,1
291453900,2
158151174,1
211584250,1
598035300,3
647945500,2
393127600,1
143158753,1
156584047,1
157604162,1
734505200,2
158132054,2
157697562,3
158162043,2
913647900,1
248202175,1
817314099,1
