id,label
766723500,4
739273600,3
156621880,1
156551275,1
793980800,1
169711900,3
199868467,1
589572100,1
224843800,2
211596630,1
478375699,2
157732733,4
191626000,2
733521000,1
346084800,2
156114825,1
157696781,4
284939400,2
651357200,1
145652100,2
586902000,3
808543700,3
502550200,2
791749200,4
485261000,2
245902800,2
217787088,2
166044200,4
179526624,1
143152217,3
285008148,1
258798451,4
824998500,2
273215200,2
491391200,3
279829100,2
248786921,1
199855258,1
156583865,1
172328996,1
853154999,2
595410800,4
149455044,1
409983499,3
209417803,1
325610200,2
199873754,1
331449162,3
158129761,1
201005896,1
534513500,3
158150126,1
165114956,1
704249700,4
219767800,4
156585313,2
227643039,4
887083200,2
836052600,4
195319427,1
163058353,4
433745800,3
319618200,2
158154506,4
179230661,2
285516579,1
136825754,2
163058266,1
157776065,1
158132644,1
211596686,2
209423387,1
833297700,4
491761900,3
188226200,1
313833600,2
402475500,3
900251400,2
143750634,3
351071800,4
155342273,1
179230707,1
238133693,2
157777729,4
199854995,1
156611349,4
855625100,2
199841844,2
217787885,2
165103100,1
158277235,1
257611400,2
157785401,4
158040318,3
904873199,2
759562800,4
154807637,1
523162699,3
632364300,1
316583636,3
132246917,2
154748280,2
774091900,4
179604907,1
374128600,1
428577199,1
156532425,4
285239597,1
377948800,4
907091100,4
158038444,1
698398700,4
847097300,4
139185984,1
183542100,4
261562599,2
199853828,4
215836136,1
581684700,1
211591126,3
199878288,2
199850019,4
194876241,4
162113600,3
157627515,1
238152612,1
319511400,4
862423500,2
158157601,1
495580200,2
156550034,2
165115027,1
753265300,4
157951430,4
211588631,1
270975100,4
177847337,3
145324628,3
271490700,2
227288500,4
192306131,1
264831900,2
179230681,1
249705800,2
316583831,1
702381700,3
200996499,2
211604136,4
158826238,2
237778300,2
329817000,4
807246200,1
141352767,4
898602000,4
325081400,2
244214727,2
158287793,1
158134238,3
285007756,1
211602540,4
304022600,1
182961700,2
158115535,1
521261500,1
242385689,4
199577200,2
257093300,2
155350478,1
228311900,2
411754000,2
543412300,3
158150201,3
380036100,2
179431479,1
179229704,2
165112479,1
211581542,1
241568400,2
285516573,1
163693755,1
158150848,3
503031900,4
156710022,1
179597856,1
154767467,1
211588317,2
163058226,1
820572800,3
258813206,1
699478000,3
241360800,2
134521122,3
157696514,4
414862600,1
158117111,3
351749100,3
179603891,1
158140309,3
156608467,1
157601459,1
331446560,4
179575770,1
156552696,1
179597862,1
294136093,1
791226500,4
319430200,2
154749491,1
165106687,3
249487200,2
165110702,1
385860400,3
157793133,1
155342309,1
199876788,1
288112000,4
847479900,2
341841500,2
179225823,4
656317300,3
495144499,3
439071200,3
268475700,3
675679600,3
154749552,4
157738811,3
157739140,1
258969470,1
242385700,2
158826269,4
154767905,4
199855706,1
199853938,2
158106292,3
156531472,1
155900034,1
199852887,1
158117908,4
315266300,2
217786448,1
200131200,2
722501400,1
733732800,2
202469081,4
157605513,3
264316800,2
158160392,4
172329459,3
200331205,2
204481600,4
741340600,1
805207900,4
876690600,4
209429650,3
157783414,1
392599400,2
155349192,1
285008832,1
747834300,2
741730400,4
554583800,3
211607250,3
285461010,3
458992000,3
459287500,4
319085800,2
761036600,1
311280800,2
258380793,4
145359603,1
757056600,4
731872700,3
423041200,4
585202100,1
147691118,2
777893700,2
156401946,1
158286719,1
242385499,1
158140740,4
156588710,1
229337800,2
156608586,1
559863300,1
305909600,2
156115672,1
211596621,4
851337000,4
211585421,4
494327800,3
621869500,4
331449112,4
145363890,1
165112003,1
159385770,1
179604981,4
613827400,3
754402700,1
904035500,2
331604716,1
848641499,2
157739059,3
211597170,1
323969600,2
157625994,1
193428900,2
