id,label
766723500,4
739273600,2
156621880,2
156551275,1
793980800,2
169711900,2
199868467,1
589572100,3
224843800,2
211596630,1
478375699,1
157732733,4
191626000,2
733521000,1
346084800,2
156114825,2
157696781,1
284939400,4
651357200,1
145652100,3
586902000,3
808543700,3
502550200,2
791749200,4
485261000,3
245902800,2
217787088,2
166044200,3
179526624,1
143152217,1
285008148,1
258798451,2
824998500,2
273215200,2
491391200,3
279829100,2
248786921,1
199855258,1
156583865,2
172328996,3
853154999,2
595410800,3
149455044,1
409983499,3
209417803,1
325610200,2
199873754,1
331449162,4
158129761,1
201005896,1
534513500,2
158150126,4
165114956,1
704249700,2
219767800,4
156585313,2
227643039,4
887083200,4
836052600,1
195319427,1
163058353,3
433745800,4
319618200,2
158154506,1
179230661,2
285516579,1
136825754,2
163058266,1
157776065,1
158132644,1
211596686,1
209423387,1
833297700,4
491761900,4
188226200,2
313833600,2
402475500,3
900251400,2
143750634,4
351071800,3
155342273,1
179230707,1
238133693,1
157777729,2
199854995,1
156611349,2
855625100,1
199841844,2
217787885,3
165103100,3
158277235,1
257611400,2
157785401,3
158040318,3
904873199,4
759562800,2
154807637,1
523162699,3
632364300,4
316583636,4
132246917,2
154748280,1
774091900,4
179604907,1
374128600,1
428577199,1
156532425,1
285239597,1
377948800,1
907091100,3
158038444,1
698398700,4
847097300,4
139185984,1
183542100,1
261562599,2
199853828,1
215836136,1
581684700,3
211591126,1
199878288,2
199850019,3
194876241,2
162113600,3
157627515,1
238152612,1
319511400,2
862423500,2
158157601,4
495580200,3
156550034,1
165115027,1
753265300,2
157951430,3
211588631,1
270975100,2
177847337,3
145324628,2
271490700,2
227288500,4
192306131,1
264831900,2
179230681,1
249705800,2
316583831,1
702381700,1
200996499,2
211604136,4
158826238,3
237778300,2
329817000,3
807246200,1
141352767,2
898602000,4
325081400,2
244214727,2
158287793,1
158134238,4
285007756,2
211602540,1
304022600,4
182961700,3
158115535,4
521261500,1
242385689,1
199577200,2
257093300,4
155350478,1
228311900,2
411754000,1
543412300,3
158150201,4
380036100,2
179431479,1
179229704,2
165112479,1
211581542,1
241568400,2
285516573,1
163693755,3
158150848,3
503031900,3
156710022,1
179597856,1
154767467,2
211588317,4
163058226,1
820572800,3
258813206,1
699478000,4
241360800,2
134521122,1
157696514,4
414862600,3
158117111,3
351749100,4
179603891,2
158140309,3
156608467,1
157601459,3
331446560,4
179575770,1
156552696,1
179597862,1
294136093,1
791226500,3
319430200,2
154749491,1
165106687,3
249487200,2
165110702,1
385860400,3
157793133,1
155342309,1
199876788,1
288112000,2
847479900,1
341841500,4
179225823,1
656317300,2
495144499,3
439071200,4
268475700,3
675679600,3
154749552,4
157738811,2
157739140,1
258969470,1
242385700,2
158826269,1
154767905,1
199855706,1
199853938,2
158106292,3
156531472,1
155900034,1
199852887,1
158117908,3
315266300,2
217786448,1
200131200,2
722501400,4
733732800,2
202469081,2
157605513,4
264316800,2
158160392,2
172329459,2
200331205,1
204481600,3
741340600,1
805207900,3
876690600,1
209429650,3
157783414,1
392599400,2
155349192,1
285008832,1
747834300,2
741730400,4
554583800,3
211607250,2
285461010,2
458992000,4
459287500,2
319085800,2
761036600,1
311280800,2
258380793,1
145359603,1
757056600,4
731872700,1
423041200,4
585202100,3
147691118,2
777893700,4
156401946,1
158286719,1
242385499,4
158140740,1
156588710,1
229337800,2
156608586,1
559863300,1
305909600,2
156115672,2
211596621,2
851337000,2
211585421,4
494327800,3
621869500,3
331449112,4
145363890,1
165112003,1
159385770,1
179604981,4
613827400,3
754402700,1
904035500,2
331604716,1
848641499,2
157739059,3
211597170,1
323969600,2
157625994,1
193428900,2
331449179,4
147909649,3
898753000,2
735626100,3
158145327,1
136824987,4
179225700,1
211604589,3
199853904,2
134953152,1
803597100,2
200190183,1
156103818,1
688079400,4
157788279,1
211596369,1
839471099,2
610744900,3
157789793,2
145068534,1
294142869,1
304640300,3
453930200,2
184242100,2
154814649,4
204422348,4
406727000,4
923638300,2
504758200,4
316644708,1
642251000,3
177208268,1
905845200,1
158040917,1
785294400,2
200187655,4
753649800,1
338030200,4
165119584,2
238152520,3
158826451,1
156111972,2
249803400,2
316644692,1
205537805,2
172329324,1
157789382,1
837743900,2
199844011,3
151503500,1
208830500,4
295543000,2
199854511,3
440231900,2
587646700,2
216937205,4
156552593,1
199843483,3
195319504,1
375705000,2
275227200,2
251480800,4
145366743,1
202481442,4
317667420,1
712741000,1
145070880,1
179230329,2
422701399,3
158109487,1
156400934,1
199843097,1
145069892,1
205538042,2
639193000,3
786740600,1
864662600,2
211590780,1
778297200,1
136818501,1
245042299,2
179571688,2
382716600,3
156629488,1
807703600,2
211597259,2
137531815,4
156609771,4
158147278,1
418148800,2
155342943,1
199853509,3
389486200,2
158116473,1
386791600,2
211604727,1
339906300,2
154748271,2
267709300,3
209423372,1
158118544,2
294864407,1
855533500,2
156552740,1
632018800,3
814325599,3
697063000,2
154748787,1
231994000,2
316644847,1
199853762,2
172329772,1
192306169,2
202483091,4
209414497,2
162461800,4
143144310,1
156711095,1
285239584,3
145371196,2
237921311,4
145061880,1
179401765,4
706692400,1
179228678,1
199852590,1
211313000,2
157949241,3
736873200,2
345341700,2
157784011,1
179571513,1
179575033,2
863825900,2
244214645,1
450297099,4
255372600,2
155491683,1
211588665,1
163058424,1
204794897,4
854607100,2
917931100,2
211597435,1
201003829,1
145365674,1
199841869,1
499712200,2
516872099,2
480497500,3
258175169,1
597899100,3
158273934,1
211591277,1
147695155,3
460712700,4
703145100,3
201288499,2
258974300,1
258813776,1
225284800,3
136818019,3
157945715,1
246089900,2
199841852,1
763742500,2
375273300,2
202480007,2
794637500,2
291453900,2
158151174,1
211584250,4
598035300,3
647945500,3
393127600,2
143158753,1
156584047,1
157604162,3
734505200,2
158132054,3
157697562,4
158162043,4
913647900,1
248202175,1
817314099,1
