id,label
766723500,2
739273600,1
156621880,1
156551275,1
793980800,1
169711900,1
199868467,1
589572100,1
224843800,2
211596630,1
478375699,2
157732733,1
191626000,1
733521000,4
346084800,1
156114825,1
157696781,1
284939400,1
651357200,1
145652100,1
586902000,1
808543700,1
502550200,1
791749200,1
485261000,1
245902800,1
217787088,3
166044200,1
179526624,1
143152217,4
285008148,1
258798451,1
824998500,1
273215200,1
491391200,1
279829100,1
248786921,1
199855258,1
156583865,1
172328996,4
853154999,1
595410800,1
149455044,1
409983499,2
209417803,1
325610200,1
199873754,1
331449162,1
158129761,1
201005896,1
534513500,1
158150126,1
165114956,1
704249700,1
219767800,2
156585313,2
227643039,1
887083200,1
836052600,1
195319427,1
163058353,1
433745800,4
319618200,1
158154506,1
179230661,1
285516579,1
136825754,1
163058266,1
157776065,1
158132644,1
211596686,1
209423387,1
833297700,1
491761900,1
188226200,1
313833600,1
402475500,1
900251400,2
143750634,2
351071800,4
155342273,1
179230707,1
238133693,1
157777729,1
199854995,1
156611349,2
855625100,4
199841844,1
217787885,1
165103100,1
158277235,1
257611400,1
157785401,3
158040318,2
904873199,1
759562800,1
154807637,1
523162699,1
632364300,1
316583636,1
132246917,1
154748280,1
774091900,1
179604907,1
374128600,1
428577199,1
156532425,1
285239597,1
377948800,1
907091100,1
158038444,1
698398700,1
847097300,1
139185984,1
183542100,1
261562599,1
199853828,1
215836136,1
581684700,1
211591126,1
199878288,1
199850019,2
194876241,1
162113600,1
157627515,1
238152612,1
319511400,4
862423500,1
158157601,1
495580200,2
156550034,1
165115027,1
753265300,1
157951430,1
211588631,1
270975100,1
177847337,3
145324628,1
271490700,1
227288500,3
192306131,1
264831900,1
179230681,1
249705800,1
316583831,1
702381700,1
200996499,2
211604136,1
158826238,3
237778300,1
329817000,1
807246200,1
141352767,1
898602000,1
325081400,1
244214727,1
158287793,2
158134238,1
285007756,1
211602540,3
304022600,3
182961700,1
158115535,1
521261500,4
242385689,1
199577200,2
257093300,1
155350478,1
228311900,1
411754000,1
543412300,1
158150201,1
380036100,3
179431479,1
179229704,1
165112479,1
211581542,1
241568400,1
285516573,1
163693755,1
158150848,1
503031900,3
156710022,1
179597856,1
154767467,1
