id,label
766723500,2
739273600,4
156621880,2
156551275,1
793980800,1
169711900,4
199868467,4
589572100,1
224843800,2
211596630,1
478375699,2
157732733,1
191626000,2
733521000,4
346084800,2
156114825,4
157696781,1
284939400,2
651357200,1
145652100,4
586902000,1
808543700,2
502550200,1
791749200,2
485261000,2
245902800,2
217787088,2
166044200,1
179526624,1
143152217,2
285008148,1
258798451,1
824998500,2
273215200,2
491391200,1
279829100,2
248786921,1
199855258,1
156583865,1
172328996,4
853154999,1
595410800,4
149455044,1
409983499,2
209417803,1
325610200,2
199873754,4
331449162,2
158129761,1
201005896,2
534513500,1
158150126,1
165114956,1
704249700,3
219767800,2
156585313,2
227643039,2
887083200,2
836052600,2
195319427,1
163058353,2
433745800,3
319618200,4
158154506,1
179230661,4
285516579,2
136825754,2
163058266,2
157776065,4
158132644,1
211596686,2
209423387,1
833297700,4
491761900,1
188226200,4
313833600,2
402475500,4
900251400,2
143750634,2
351071800,2
155342273,1
179230707,4
238133693,1
157777729,1
199854995,4
156611349,2
855625100,2
199841844,3
217787885,3
165103100,1
158277235,1
257611400,4
157785401,3
158040318,2
904873199,4
759562800,2
154807637,2
523162699,1
632364300,1
316583636,1
132246917,4
154748280,2
774091900,1
179604907,1
374128600,1
428577199,1
156532425,4
285239597,4
377948800,1
907091100,1
158038444,1
698398700,1
847097300,2
139185984,2
183542100,1
261562599,2
199853828,1
215836136,4
581684700,1
211591126,1
199878288,2
199850019,2
194876241,4
162113600,1
157627515,1
238152612,2
319511400,2
862423500,1
158157601,1
495580200,2
156550034,2
165115027,1
753265300,4
157951430,2
211588631,1
270975100,2
177847337,2
145324628,1
271490700,4
227288500,2
192306131,2
264831900,4
179230681,1
249705800,2
316583831,1
702381700,4
200996499,2
211604136,2
158826238,2
237778300,2
329817000,1
807246200,2
141352767,2
898602000,1
325081400,2
244214727,4
158287793,2
158134238,1
285007756,1
211602540,2
304022600,2
182961700,2
158115535,1
521261500,4
242385689,4
199577200,2
257093300,2
155350478,1
228311900,2
411754000,4
543412300,4
158150201,1
380036100,2
179431479,4
179229704,4
165112479,1
211581542,2
241568400,2
285516573,1
163693755,2
158150848,2
503031900,3
156710022,2
179597856,1
154767467,2
211588317,2
163058226,4
820572800,2
258813206,1
699478000,1
241360800,2
134521122,4
157696514,1
414862600,4
158117111,1
351749100,4
179603891,1
158140309,2
156608467,1
157601459,1
331446560,2
179575770,1
156552696,1
179597862,1
294136093,2
791226500,2
319430200,2
154749491,1
165106687,4
249487200,2
165110702,2
385860400,3
157793133,1
155342309,1
199876788,4
288112000,2
847479900,2
341841500,4
179225823,1
656317300,2
495144499,2
439071200,4
268475700,2
675679600,2
154749552,1
157738811,1
157739140,1
258969470,2
242385700,4
158826269,2
154767905,4
199855706,1
199853938,1
158106292,2
156531472,1
155900034,1
199852887,4
158117908,2
315266300,2
217786448,1
200131200,4
722501400,2
733732800,2
202469081,1
157605513,1
264316800,1
158160392,1
